at,userName,score,content,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,content_length,Sentiment
2025-10-26 07:43:20,Pengguna Google,5,"Tolong kembalikan lagi hati, jangan menggunakan energi. Dikarenakan sangat boros jika memakai energi ;(",Tolong kembalikan lagi hati jangan menggunakan energi Dikarenakan sangat boros jika memakai energi ,tolong kembalikan lagi hati jangan menggunakan energi dikarenakan sangat boros jika memakai energi ,tolong kembalikan lagi hati jangan menggunakan energi dikarenakan sangat boros jika memakai energi,"['tolong', 'kembalikan', 'lagi', 'hati', 'jangan', 'menggunakan', 'energi', 'dikarenakan', 'sangat', 'boros', 'jika', 'memakai', 'energi']","['tolong', 'kembalikan', 'hati', 'energi', 'boros', 'memakai', 'energi']",tolong kembali hati energi boros pakai energi,99,Negatif
2025-10-26 07:37:14,Pengguna Google,5,sangat bagus untuk belajae bahasa Inggris,sangat bagus untuk belajae bahasa Inggris,sangat bagus untuk belajae bahasa inggris,sangat bagus untuk belajae bahasa inggris,"['sangat', 'bagus', 'untuk', 'belajae', 'bahasa', 'inggris']","['bagus', 'belajae', 'bahasa', 'inggris']",bagus belajae bahasa inggris,41,Positif
2025-10-26 07:26:45,Pengguna Google,5,Wow Amazing😁😁,Wow Amazing,wow amazing,wow amazing,"['wow', 'amazing']","['wow', 'amazing']",wow amazing,11,Negatif
2025-10-26 07:24:52,Pengguna Google,5,aku jadi bisa belajar bahasa lain yeeeeee,aku jadi bisa belajar bahasa lain yeeeeee,aku jadi bisa belajar bahasa lain yeeeeee,aku jadi bisa belajar bahasa lain yeeeeee,"['aku', 'jadi', 'bisa', 'belajar', 'bahasa', 'lain', 'yeeeeee']","['belajar', 'bahasa', 'yeeeeee']",ajar bahasa yeeeeee,41,Positif
2025-10-26 07:06:06,Pengguna Google,5,"bagus sekali,saya sangat menikmati masa pembelajaran ,dan juga duo selalu memotivasi saya, dari awalnya saya tidak suka bahasa Inggris sekarang jadi suka terima kasih duolingo",bagus sekalisaya sangat menikmati masa pembelajaran dan juga duo selalu memotivasi saya dari awalnya saya tidak suka bahasa Inggris sekarang jadi suka terima kasih duolingo,bagus sekalisaya sangat menikmati masa pembelajaran dan juga duo selalu memotivasi saya dari awalnya saya tidak suka bahasa inggris sekarang jadi suka terima kasih duolingo,bagus sekalisaya sangat menikmati masa pembelajaran dan juga duo selalu memotivasi saya dari awalnya saya tidak suka bahasa inggris sekarang jadi suka terima kasih duolingo,"['bagus', 'sekalisaya', 'sangat', 'menikmati', 'masa', 'pembelajaran', 'dan', 'juga', 'duo', 'selalu', 'memotivasi', 'saya', 'dari', 'awalnya', 'saya', 'tidak', 'suka', 'bahasa', 'inggris', 'sekarang', 'jadi', 'suka', 'terima', 'kasih', 'duolingo']","['bagus', 'sekalisaya', 'menikmati', 'pembelajaran', 'duo', 'memotivasi', 'suka', 'bahasa', 'inggris', 'suka', 'terima', 'kasih', 'duolingo']",bagus sekalisaya nikmat ajar duo motivasi suka bahasa inggris suka terima kasih duolingo,172,Positif
2025-10-26 07:03:21,Pengguna Google,2,"tolong tidak usah pakai energy pakai heart saja,karna tengah tengah belajar tiba tiba harus keluar karna energy habis, energy nya juga mahal",tolong tidak usah pakai energy pakai heart sajakarna tengah tengah belajar tiba tiba harus keluar karna energy habis energy nya juga mahal,tolong tidak usah pakai energy pakai heart sajakarna tengah tengah belajar tiba tiba harus keluar karna energy habis energy nya juga mahal,tolong tidak usah pakai energy pakai heart sajakarna tengah tengah belajar tiba tiba harus keluar karena energy habis energy ya juga mahal,"['tolong', 'tidak', 'usah', 'pakai', 'energy', 'pakai', 'heart', 'sajakarna', 'tengah', 'tengah', 'belajar', 'tiba', 'tiba', 'harus', 'keluar', 'karena', 'energy', 'habis', 'energy', 'ya', 'juga', 'mahal']","['tolong', 'pakai', 'energy', 'pakai', 'heart', 'sajakarna', 'belajar', 'energy', 'habis', 'energy', 'ya', 'mahal']",tolong pakai energy pakai heart sajakarna ajar energy habis energy ya mahal,138,Negatif
2025-10-26 07:02:09,Pengguna Google,5,sangat bagus dan nilai bahasa Inggris ku menjadi tinggi,sangat bagus dan nilai bahasa Inggris ku menjadi tinggi,sangat bagus dan nilai bahasa inggris ku menjadi tinggi,sangat bagus dan nilai bahasa inggris ku menjadi tinggi,"['sangat', 'bagus', 'dan', 'nilai', 'bahasa', 'inggris', 'ku', 'menjadi', 'tinggi']","['bagus', 'nilai', 'bahasa', 'inggris', 'ku']",bagus nilai bahasa inggris ku,55,Positif
2025-10-26 06:55:14,Pengguna Google,5,bisa belajar bahasa yang kita inginkan,bisa belajar bahasa yang kita inginkan,bisa belajar bahasa yang kita inginkan,bisa belajar bahasa yang kita inginkan,"['bisa', 'belajar', 'bahasa', 'yang', 'kita', 'inginkan']","['belajar', 'bahasa']",ajar bahasa,38,Positif
2025-10-26 06:50:45,Pengguna Google,5,"saya tidak bisa bahasa Inggris, kita lihat beberapa waktu yg akan datang apakah saya berhasil mempelajari nya",saya tidak bisa bahasa Inggris kita lihat beberapa waktu yg akan datang apakah saya berhasil mempelajari nya,saya tidak bisa bahasa inggris kita lihat beberapa waktu yg akan datang apakah saya berhasil mempelajari nya,saya tidak bisa bahasa inggris kita lihat beberapa waktu yang akan datang apakah saya berhasil mempelajari ya,"['saya', 'tidak', 'bisa', 'bahasa', 'inggris', 'kita', 'lihat', 'beberapa', 'waktu', 'yang', 'akan', 'datang', 'apakah', 'saya', 'berhasil', 'mempelajari', 'ya']","['bahasa', 'inggris', 'lihat', 'berhasil', 'mempelajari', 'ya']",bahasa inggris lihat hasil ajar ya,108,Positif
2025-10-26 06:49:12,Pengguna Google,5,aku bisa belajar Inggris lebih banyak sekali aku rekomen kalian donwload ini aja udh gratis bebas milih bahasa seru deh pokoknya,aku bisa belajar Inggris lebih banyak sekali aku rekomen kalian donwload ini aja udh gratis bebas milih bahasa seru deh pokoknya,aku bisa belajar inggris lebih banyak sekali aku rekomen kalian donwload ini aja udh gratis bebas milih bahasa seru deh pokoknya,aku bisa belajar inggris lebih banyak sekali aku rekomen kalian donwload ini saja sudah gratis bebas memilih bahasa seru deh pokoknya,"['aku', 'bisa', 'belajar', 'inggris', 'lebih', 'banyak', 'sekali', 'aku', 'rekomen', 'kalian', 'donwload', 'ini', 'saja', 'sudah', 'gratis', 'bebas', 'memilih', 'bahasa', 'seru', 'deh', 'pokoknya']","['belajar', 'inggris', 'rekomen', 'donwload', 'gratis', 'bebas', 'memilih', 'bahasa', 'seru', 'deh', 'pokoknya']",ajar inggris rekomen donwload gratis bebas pilih bahasa seru deh pokok,128,Positif
2025-10-26 06:45:05,Pengguna Google,5,bagus untuk belajar,bagus untuk belajar,bagus untuk belajar,bagus untuk belajar,"['bagus', 'untuk', 'belajar']","['bagus', 'belajar']",bagus ajar,19,Positif
2025-10-26 06:44:42,Pengguna Google,5,baik sekalihhhh😉😉🫠🫠,baik sekalihhhh,baik sekalihhhh,baik sekalihhhh,"['baik', 'sekalihhhh']",['sekalihhhh'],sekalihhhh,15,Netral
2025-10-26 06:42:33,Pengguna Google,5,gooddd,gooddd,gooddd,gooddd,['gooddd'],['gooddd'],gooddd,6,Netral
2025-10-26 06:31:38,Pengguna Google,5,pelajaran nya seru dan menarik dan tidak susah walaupun bikin binggung 🤭🙏🏻🤦‍♀️,pelajaran nya seru dan menarik dan tidak susah walaupun bikin binggung ,pelajaran nya seru dan menarik dan tidak susah walaupun bikin binggung ,pelajaran ya seru dan menarik dan tidak susah walaupun bikin binggung,"['pelajaran', 'ya', 'seru', 'dan', 'menarik', 'dan', 'tidak', 'susah', 'walaupun', 'bikin', 'binggung']","['pelajaran', 'ya', 'seru', 'menarik', 'susah', 'bikin', 'binggung']",ajar ya seru tarik susah bikin binggung,71,Positif
2025-10-26 06:24:29,Pengguna Google,5,pertahankan,pertahankan,pertahankan,pertahankan,['pertahankan'],['pertahankan'],tahan,11,Negatif
2025-10-26 06:23:56,Pengguna Google,1,"I was so disappointed with the new update. The energy system feels very restrictive, I hope the they are able to listen to users like us and bring back the heart system back.",I was so disappointed with the new update The energy system feels very restrictive I hope the they are able to listen to users like us and bring back the heart system back,i was so disappointed with the new update the energy system feels very restrictive i hope the they are able to listen to users like us and bring back the heart system back,i was sok disappointed with the new update the energy system feels very restrictive i hope the they are able tapi listen tapi users like us and bring back the heart system back,"['i', 'was', 'sok', 'disappointed', 'with', 'the', 'new', 'update', 'the', 'energy', 'system', 'feels', 'very', 'restrictive', 'i', 'hope', 'the', 'they', 'are', 'able', 'tapi', 'listen', 'tapi', 'users', 'like', 'us', 'and', 'bring', 'back', 'the', 'heart', 'system', 'back']","['i', 'was', 'sok', 'disappointed', 'with', 'the', 'new', 'update', 'the', 'energy', 'system', 'feels', 'very', 'restrictive', 'i', 'hope', 'the', 'they', 'are', 'able', 'listen', 'users', 'like', 'us', 'and', 'bring', 'back', 'the', 'heart', 'system', 'back']",i was sok disappointed with the new update the energy system feels very restrictive i hope the they are able listen users like us and bring back the heart system back,171,Negatif
2025-10-26 06:23:10,Pengguna Google,5,membantu belajar terutama belajar bahasa Inggris,membantu belajar terutama belajar bahasa Inggris,membantu belajar terutama belajar bahasa inggris,membantu belajar terutama belajar bahasa inggris,"['membantu', 'belajar', 'terutama', 'belajar', 'bahasa', 'inggris']","['membantu', 'belajar', 'belajar', 'bahasa', 'inggris']",bantu ajar ajar bahasa inggris,48,Positif
2025-10-26 06:19:57,Pengguna Google,5,saya bisa mengetahui banyak bahasa... aplukasi ini sangat bagus untuk orang yang mau brlajar berbagai bahasa,saya bisa mengetahui banyak bahasa aplukasi ini sangat bagus untuk orang yang mau brlajar berbagai bahasa,saya bisa mengetahui banyak bahasa aplukasi ini sangat bagus untuk orang yang mau brlajar berbagai bahasa,saya bisa mengetahui banyak bahasa aplukasi ini sangat bagus untuk orang yang mau brlajar berbagai bahasa,"['saya', 'bisa', 'mengetahui', 'banyak', 'bahasa', 'aplukasi', 'ini', 'sangat', 'bagus', 'untuk', 'orang', 'yang', 'mau', 'brlajar', 'berbagai', 'bahasa']","['bahasa', 'aplukasi', 'bagus', 'orang', 'brlajar', 'bahasa']",bahasa aplukasi bagus orang brlajar bahasa,105,Positif
2025-10-26 06:18:29,Pengguna Google,5,menurut aplikasi ini sangat rekomendasi sekali untuk belajar ini tidak ngelag sama sekali tapi saya suka kesel dikit karna tiket saya abis😞😞,menurut aplikasi ini sangat rekomendasi sekali untuk belajar ini tidak ngelag sama sekali tapi saya suka kesel dikit karna tiket saya abis,menurut aplikasi ini sangat rekomendasi sekali untuk belajar ini tidak ngelag sama sekali tapi saya suka kesel dikit karna tiket saya abis,menurut aplikasi ini sangat rekomendasi sekali untuk belajar ini tidak ngelag sama sekali tapi saya suka kesel dikit karena tiket saya habis,"['menurut', 'aplikasi', 'ini', 'sangat', 'rekomendasi', 'sekali', 'untuk', 'belajar', 'ini', 'tidak', 'ngelag', 'sama', 'sekali', 'tapi', 'saya', 'suka', 'kesel', 'dikit', 'karena', 'tiket', 'saya', 'habis']","['aplikasi', 'rekomendasi', 'belajar', 'ngelag', 'suka', 'kesel', 'dikit', 'tiket', 'habis']",aplikasi rekomendasi ajar ngelag suka kesel dikit tiket habis,138,Positif
2025-10-26 06:16:02,Pengguna Google,5,karena menjadi kan ku bisa bahasa Inggris terimakasih Duolingo,karena menjadi kan ku bisa bahasa Inggris terimakasih Duolingo,karena menjadi kan ku bisa bahasa inggris terimakasih duolingo,karena menjadi kan ku bisa bahasa inggris terimakasih duolingo,"['karena', 'menjadi', 'kan', 'ku', 'bisa', 'bahasa', 'inggris', 'terimakasih', 'duolingo']","['ku', 'bahasa', 'inggris', 'terimakasih', 'duolingo']",ku bahasa inggris terimakasih duolingo,62,Positif
2025-10-26 06:12:36,Pengguna Google,5,SO GOOD,SO GOOD,so good,sok good,"['sok', 'good']","['sok', 'good']",sok good,7,Negatif
2025-10-26 06:09:12,Pengguna Google,5,Duolingo mengajari aku banyak kata yang tidak aku mengerti jadi ngerti,Duolingo mengajari aku banyak kata yang tidak aku mengerti jadi ngerti,duolingo mengajari aku banyak kata yang tidak aku mengerti jadi ngerti,duolingo mengajari aku banyak kata yang tidak aku mengerti jadi mengerti,"['duolingo', 'mengajari', 'aku', 'banyak', 'kata', 'yang', 'tidak', 'aku', 'mengerti', 'jadi', 'mengerti']","['duolingo', 'mengajari', 'mengerti', 'mengerti']",duolingo ajar erti erti,70,Positif
2025-10-26 06:07:25,Pengguna Google,5,"seru, habisan tau depan aku ikut kopas",seru habisan tau depan aku ikut kopas,seru habisan tau depan aku ikut kopas,seru habisan tau depan aku ikut kopas,"['seru', 'habisan', 'tau', 'depan', 'aku', 'ikut', 'kopas']","['seru', 'habisan', 'tau', 'kopas']",seru habis tau kopas,37,Netral
2025-10-26 06:06:24,Pengguna Google,4,oke lah belajar sedikit,oke lah belajar sedikit,oke lah belajar sedikit,oke lah belajar sedikit,"['oke', 'lah', 'belajar', 'sedikit']","['oke', 'belajar']",oke ajar,23,Positif
2025-10-26 06:05:08,Pengguna Google,5,membuat lebih bisa dan cerdas,membuat lebih bisa dan cerdas,membuat lebih bisa dan cerdas,membuat lebih bisa dan cerdas,"['membuat', 'lebih', 'bisa', 'dan', 'cerdas']",['cerdas'],cerdas,29,Netral
2025-10-26 05:56:55,Pengguna Google,1,Thank you for the unnecessary battery feature 😊😊😊😊,Thank you for the unnecessary battery feature ,thank you for the unnecessary battery feature ,thank you for the unnecessary battery feature,"['thank', 'you', 'for', 'the', 'unnecessary', 'battery', 'feature']","['thank', 'you', 'for', 'the', 'unnecessary', 'battery', 'feature']",thank you for the unnecessary battery feature,46,Negatif
2025-10-26 05:52:17,Pengguna Google,3,"kenapa duolingo sekarang menggunakan sistem energi,ini terlalu sulit",kenapa duolingo sekarang menggunakan sistem energiini terlalu sulit,kenapa duolingo sekarang menggunakan sistem energiini terlalu sulit,kenapa duolingo sekarang menggunakan sistem energiini terlalu sulit,"['kenapa', 'duolingo', 'sekarang', 'menggunakan', 'sistem', 'energiini', 'terlalu', 'sulit']","['duolingo', 'sistem', 'energiini', 'sulit']",duolingo sistem energiini sulit,67,Netral
2025-10-26 05:46:13,Pengguna Google,5,miju to ocha,miju to ocha,miju to ocha,miju tapi ocha,"['miju', 'tapi', 'ocha']","['miju', 'ocha']",miju ocha,12,Netral
2025-10-26 05:43:06,Pengguna Google,4,aku bisa BHS Korea dari sini,aku bisa BHS Korea dari sini,aku bisa bhs korea dari sini,aku bisa bahasa korea dari sini,"['aku', 'bisa', 'bahasa', 'korea', 'dari', 'sini']","['bahasa', 'korea']",bahasa korea,28,Positif
2025-10-26 05:39:23,Pengguna Google,5,"lucuu bangett,, ngingetin terusss",lucuu bangett ngingetin terusss,lucuu bangett ngingetin terusss,lucu banget mengingatkan terus,"['lucu', 'banget', 'mengingatkan', 'terus']","['lucu', 'banget']",lucu banget,31,Positif
2025-10-26 05:38:43,Pengguna Google,5,Bisa belajar bahasa dan mata pelajaran jadi aku lebih tahu tentang matematika dan bahasa Inggris karena aku adalah anak sekolah,Bisa belajar bahasa dan mata pelajaran jadi aku lebih tahu tentang matematika dan bahasa Inggris karena aku adalah anak sekolah,bisa belajar bahasa dan mata pelajaran jadi aku lebih tahu tentang matematika dan bahasa inggris karena aku adalah anak sekolah,bisa belajar bahasa dan mata pelajaran jadi aku lebih tahu tentang matematika dan bahasa inggris karena aku adalah anak sekolah,"['bisa', 'belajar', 'bahasa', 'dan', 'mata', 'pelajaran', 'jadi', 'aku', 'lebih', 'tahu', 'tentang', 'matematika', 'dan', 'bahasa', 'inggris', 'karena', 'aku', 'adalah', 'anak', 'sekolah']","['belajar', 'bahasa', 'mata', 'pelajaran', 'matematika', 'bahasa', 'inggris', 'anak', 'sekolah']",ajar bahasa mata ajar matematika bahasa inggris anak sekolah,127,Positif
2025-10-26 05:37:11,Pengguna Google,5,ini sangat bagus bagi orang yang mau belajar bahasa yang mereka mau,ini sangat bagus bagi orang yang mau belajar bahasa yang mereka mau,ini sangat bagus bagi orang yang mau belajar bahasa yang mereka mau,ini sangat bagus bagi orang yang mau belajar bahasa yang mereka mau,"['ini', 'sangat', 'bagus', 'bagi', 'orang', 'yang', 'mau', 'belajar', 'bahasa', 'yang', 'mereka', 'mau']","['bagus', 'orang', 'belajar', 'bahasa']",bagus orang ajar bahasa,67,Positif
2025-10-26 05:36:42,Pengguna Google,5,"ternyata duolingo seru banget tau gitu aku download dari dulu, nyesel baru download bulan kemarin hiks",ternyata duolingo seru banget tau gitu aku download dari dulu nyesel baru download bulan kemarin hiks,ternyata duolingo seru banget tau gitu aku download dari dulu nyesel baru download bulan kemarin hiks,ternyata duolingo seru banget tau begitu aku download dari dulu menyesal baru download bulan kemarin hiks,"['ternyata', 'duolingo', 'seru', 'banget', 'tau', 'begitu', 'aku', 'download', 'dari', 'dulu', 'menyesal', 'baru', 'download', 'bulan', 'kemarin', 'hiks']","['duolingo', 'seru', 'banget', 'tau', 'download', 'menyesal', 'download', 'kemarin', 'hiks']",duolingo seru banget tau download sesal download kemarin hiks,101,Positif
2025-10-26 05:35:29,Pengguna Google,3,membantu baget,membantu baget,membantu baget,membantu banget,"['membantu', 'banget']","['membantu', 'banget']",bantu banget,14,Positif
2025-10-26 05:33:29,Pengguna Google,4,bagus untuk anak2 atau yg ingin belajar bahasa duolingo adalah aplikasi ter favorite saya 👍🏻👍🏻👍🏻segera download,bagus untuk anak atau yg ingin belajar bahasa duolingo adalah aplikasi ter favorite saya segera download,bagus untuk anak atau yg ingin belajar bahasa duolingo adalah aplikasi ter favorite saya segera download,bagus untuk anak atau yang ingin belajar bahasa duolingo adalah aplikasi ter favorite saya segera download,"['bagus', 'untuk', 'anak', 'atau', 'yang', 'ingin', 'belajar', 'bahasa', 'duolingo', 'adalah', 'aplikasi', 'ter', 'favorite', 'saya', 'segera', 'download']","['bagus', 'anak', 'belajar', 'bahasa', 'duolingo', 'aplikasi', 'ter', 'favorite', 'download']",bagus anak ajar bahasa duolingo aplikasi ter favorite download,104,Positif
2025-10-26 05:33:03,Pengguna Google,5,senang belajar bahasa asing dengan Duolingo,senang belajar bahasa asing dengan Duolingo,senang belajar bahasa asing dengan duolingo,senang belajar bahasa asing dengan duolingo,"['senang', 'belajar', 'bahasa', 'asing', 'dengan', 'duolingo']","['senang', 'belajar', 'bahasa', 'asing', 'duolingo']",senang ajar bahasa asing duolingo,43,Positif
2025-10-26 05:29:53,Pengguna Google,5,Sangat seru dan mudah,Sangat seru dan mudah,sangat seru dan mudah,sangat seru dan mudah,"['sangat', 'seru', 'dan', 'mudah']","['seru', 'mudah']",seru mudah,21,Positif
2025-10-26 05:29:09,Pengguna Google,5,saya sangat suka app ini sangat membantu ( * - *),saya sangat suka app ini sangat membantu    ,saya sangat suka app ini sangat membantu    ,saya sangat suka app ini sangat membantu,"['saya', 'sangat', 'suka', 'app', 'ini', 'sangat', 'membantu']","['suka', 'app', 'membantu']",suka app bantu,44,Netral
